ID,answer
TG_A_J_20230304,2327.0695820007186
TG_A_J_20230305,696.8443764983533
TG_A_J_20230306,2443.4125862803658
TG_A_J_20230307,2276.822686912405
TG_A_J_20230308,2372.1590084873033
TG_A_J_20230309,2646.4274314064714
TG_A_J_20230310,2218.1550624351976
TG_A_J_20230311,2449.8070079208737
TG_A_J_20230312,748.0534122523794
TG_A_J_20230313,2769.2344641543605
TG_A_J_20230314,2790.079333375087
TG_A_J_20230315,2452.062467732687
TG_A_J_20230316,2862.0054997145926
TG_A_J_20230317,2869.747816413029
TG_A_J_20230318,2797.965706724128
TG_A_J_20230319,854.5206393187234
TG_A_J_20230320,2927.079873206675
TG_A_J_20230321,2958.360699810428
TG_A_J_20230322,3199.8590617657674
TG_A_J_20230323,3244.0937388771918
TG_A_J_20230324,3132.2057848423874
TG_A_J_20230325,3368.2675118087145
TG_A_J_20230326,974.2300649971173
TG_A_J_20230327,3222.0780333920575
TG_A_J_20230328,3967.582853519343
TG_A_J_20230329,3655.6362544355816
TG_A_J_20230330,3592.7054850919412
TG_A_J_20230331,3816.1502510618966
TG_A_S_20230304,2801.7460364338262
TG_A_S_20230305,420.72168367346944
TG_A_S_20230306,2686.681106257337
TG_A_S_20230307,2508.659916986554
TG_A_S_20230308,3026.319520309629
TG_A_S_20230309,3048.4709911573555
TG_A_S_20230310,2893.9198356796087
TG_A_S_20230311,2814.214938437324
TG_A_S_20230312,453.46169961695267
TG_A_S_20230313,3032.4084659644723
TG_A_S_20230314,3054.4671790965613
TG_A_S_20230315,2965.3793635492657
TG_A_S_20230316,3054.4828895588853
TG_A_S_20230317,3486.723293596363
TG_A_S_20230318,3301.0589639872483
TG_A_S_20230319,535.1612681321459
TG_A_S_20230320,3377.8696479363857
TG_A_S_20230321,3881.1724925658687
TG_A_S_20230322,3512.2601552102706
TG_A_S_20230323,3554.177777029237
TG_A_S_20230324,3570.8929528515214
TG_A_S_20230325,3940.7727901022045
TG_A_S_20230326,627.1504632375179
TG_A_S_20230327,4023.0053067369
TG_A_S_20230328,3929.0685863668405
TG_A_S_20230329,4033.7334365834295
TG_A_S_20230330,4066.9442108230796
TG_A_S_20230331,3972.3367338874173
TG_B_J_20230304,2164.8588838749347
TG_B_J_20230305,397.890306122449
TG_B_J_20230306,2013.3644988460817
TG_B_J_20230307,1978.554528144881
TG_B_J_20230308,2549.238092032936
TG_B_J_20230309,3750.682479191502
TG_B_J_20230310,4579.480859468778
TG_B_J_20230311,2645.1175214225086
TG_B_J_20230312,399.1325749632483
TG_B_J_20230313,2189.030264303256
TG_B_J_20230314,2586.559736473161
TG_B_J_20230315,1986.4664520016468
TG_B_J_20230316,2127.563143514381
TG_B_J_20230317,2391.7252643499296
TG_B_J_20230318,3375.7030597519306
TG_B_J_20230319,410.9652072152848
TG_B_J_20230320,4108.30608758706
TG_B_J_20230321,2966.5056789008086
TG_B_J_20230322,3744.7427210376677
TG_B_J_20230323,5012.801804059968
TG_B_J_20230324,3452.0892494566024
TG_B_J_20230325,2645.061730335489
TG_B_J_20230326,547.1388106532451
TG_B_J_20230327,3485.7018936741933
TG_B_J_20230328,3293.4940139560035
TG_B_J_20230329,5235.81342206728
TG_B_J_20230330,3579.651912798163
TG_B_J_20230331,3555.9219091591513
TG_B_S_20230304,1892.371192665324
TG_B_S_20230305,68.17999689521308
TG_B_S_20230306,1951.421778129459
TG_B_S_20230307,2073.599791852056
TG_B_S_20230308,1862.265331413725
TG_B_S_20230309,2200.1655945150133
TG_B_S_20230310,2429.1523308739233
TG_B_S_20230311,2383.3130503144957
TG_B_S_20230312,93.3378738231835
TG_B_S_20230313,2375.393432542128
TG_B_S_20230314,2289.175832987217
TG_B_S_20230315,2273.3868425108803
TG_B_S_20230316,2379.789350434741
TG_B_S_20230317,2710.056927427073
TG_B_S_20230318,2846.1375276540043
TG_B_S_20230319,159.15473996397574
TG_B_S_20230320,2907.485807874489
TG_B_S_20230321,2951.0550845058756
TG_B_S_20230322,2870.866804498296
TG_B_S_20230323,3067.476507488275
TG_B_S_20230324,3347.1286109451735
TG_B_S_20230325,3142.7468736812616
TG_B_S_20230326,253.64166543875757
TG_B_S_20230327,3444.3937954171106
TG_B_S_20230328,3382.1176995524925
TG_B_S_20230329,3491.5478778267807
TG_B_S_20230330,3503.1043717130224
TG_B_S_20230331,3647.1518429736507
TG_C_J_20230304,2759.0055888450365
TG_C_J_20230305,386.7265306122449
TG_C_J_20230306,2662.0092227178793
TG_C_J_20230307,2816.1172208732733
TG_C_J_20230308,2966.8409324828526
TG_C_J_20230309,2552.356205950118
TG_C_J_20230310,3505.633217373985
TG_C_J_20230311,3230.4568621330973
TG_C_J_20230312,384.25181603300615
